ln_votes_pop,pop,education,houses,income,xcoord,ycoord
-0.661558841216554,9.97292032725147,9.24628649874965,9.0040539377284,12.1349149324637,-86641472,32542207
-0.650858952166434,10.9033470758296,10.2212137463363,9.96575787826225,13.0566380189205,-87754736,30654881
-0.61711449405975,9.72220545531684,8.75352933651643,8.70764824810691,11.6306284974264,-85388993,31863073
-0.639070079184743,9.27369068747694,8.18311807939475,8.277411998949,11.2437117968015,-87126855,32996943
-0.700273566489082,10.1515188193581,9.20773698610607,9.24067557177226,12.1551003522478,-86566214,33979740
-0.226367018089379,8.86347430617095,7.78904040165748,7.82684209815829,10.6447341825866,-85717786,32101773
-0.573180835875784,9.60535102218049,8.6447065117152,8.57828829077605,11.5088973630498,-86682302,31751982
-0.879874108119941,11.3583163467428,10.5206442208444,10.2227409638252,13.4153060884011,-85825619,33774548
-0.832006191637271,10.2162158335924,9.25836834098676,9.220488703028,12.2192701737742,-85389802,32915184
-0.732962144429855,9.50293535628861,8.48776438072542,8.53010941668278,11.5325221887168,-85605750,34187088
-0.623139342906279,9.97123965458695,9.01845321031253,9.05812115899867,11.9687287448148,-86718688,32844987
-0.516584087928186,9.30837411224755,8.321664807135,8.40603814205008,11.269821523916,-88265781,32024863
-0.535410724109585,9.80994580812776,8.9159693113736,8.85808422219916,11.8468659279269,-87835981,31677523
-0.506081483985836,9.16251474249358,8.23004431012611,8.18979961872823,11.0468501099423,-85859858,33268721
-0.669448329438206,9.08704215563169,7.95402108727804,8.14293601043227,11.0530939241658,-85517385,33670870
-0.701915255755164,10.2048506120438,9.46032057724395,9.19003561863582,12.2995629886175,-85989130,31402888
-0.659250797924813,10.5633881393024,9.7981270368783,9.59696239228287,12.7398459457364,-87796569,34707296
-0.565170397434578,9.29440574709385,8.2529671950008,8.36938899664784,11.1780399688103,-86992999,31428183
-0.631408253174799,8.97638862194537,7.96067260838812,8.03463103292311,10.9310333927704,-86239249,32935503
-0.680017565390415,10.1984306994661,9.22473625225991,9.26643711132805,12.1605730614588,-86453162,31248133
-0.640109996858257,9.2072355570227,8.06683531441734,8.19808924895612,11.0222782148924,-86311599,31731354
-0.675547161711036,10.6851949100756,9.7495201892387,9.73542386748887,12.7236126771239,-86866896,34131670
-0.968525283609248,10.4078322202024,9.68992297600224,9.11040953335113,12.4453769062836,-85612338,31426115
-0.670153817756198,10.4764143545312,9.64406894535721,9.25636481028746,12.4341161723326,-87109517,32329593
-0.708254531565855,10.5439984320155,9.5201752490691,9.61647192462751,12.5569583641953,-85798731,34459830
-0.687303940587819,10.3156965361776,9.57900317356024,9.31343832997975,12.4257903352762,-86138157,32599910
-0.788585573711455,10.1856544442998,9.32197118814737,9.16868469670735,12.1730689665082,-87162695,31136909
-0.665008044083006,11.2052311432531,10.4308162484011,10.2118909478012,13.3521456436057,-86038250,34047533
-0.674263265011923,9.49732219931357,8.49658223751211,8.53424694598207,11.5098005876227,-87735378,33729772
